Code,Country,Year,HIC,BaselineIncidence,InterventionIncidence,Change,PercentChange,InterventionApplied
AFG,Afghanistan,2024,0,229.06,164.06475565005823,-64.99524434994177,-28.374768335769403,1
AGO,Angola,2024,0,14.99,10.28372162916963,-4.70627837083037,-31.396119885249995,1
ALB,Albania,2024,0,17.55,15.514998828010945,-2.0350011719890553,-11.595448273375839,1
ARE,United Arab Emirates,2024,1,53.14,54.50501937580409,1.3650193758040885,2.5687229503227695,0
ARG,Argentina,2024,0,0.31,0.17600887152773842,-0.13399112847226158,-43.22294465452859,1
ARM,Armenia,2024,0,187.64,189.21223860439335,1.5722386043933625,0.837901622464573,1
AUS,Australia,2024,1,2.13,2.027789379855839,-0.10221062014416082,-4.798620663819822,0
AUT,Austria,2024,1,61.07,58.54679620626656,-2.523203793733437,-4.131658414490429,0
AZE,Azerbaijan,2024,0,1614.65,1322.8391722660963,-291.8108277339038,-18.072698586931267,1
BDI,Burundi,2024,0,186.22,172.74416148251885,-13.47583851748115,-7.236515152762279,1
BEL,Belgium,2024,1,44.89,45.272474711384724,0.3824747113847238,0.8520265346043032,0
BEN,Benin,2024,0,53.86,34.926729290607426,-18.933270709392573,-35.15274918187416,1
BFA,Burkina Faso,2024,0,309.57,292.03994131604594,-17.530058683954053,-5.6627123700450275,1
BGD,Bangladesh,2024,0,1.42,1.4401697276432992,0.020169727643299273,1.4204033550618924,1
BGR,Bulgaria,2024,1,4.0,3.9586714657287807,-0.0413285342712193,-1.0332133567546522,0
BHR,Bahrain,2024,1,1.24,1.3156168149099663,0.0756168149099663,6.098130234182917,0
BHS,Bahamas,2024,1,0.0,0.0,0.0,0.0,0
BIH,Bosnia and Herzegovina,2024,0,533.46,429.71878384435547,-103.74121615564457,-19.44685940007219,1
BLR,Belarus,2024,0,58.52,60.02066407919949,1.5006640791994883,2.5643610375887285,1
BLZ,Belize,2024,0,0.0,0.0,0.0,0.0,1
BOL,Bolivia (Plurinational State of),2024,0,0.24,0.0,-0.24,-99.99999995833333,1
BRA,Brazil,2024,0,0.02,0.003207646365339171,-0.01679235363466083,-83.96176775349531,1
BRB,Barbados,2024,1,0.0,0.0,0.0,0.0,0
BRN,Brunei Darussalam,2024,1,0.0,0.03375750665623489,0.03375750665623489,33757506656.23489,0
BTN,Bhutan,2024,0,0.0,0.01673866192657142,0.01673866192657142,16738661926.571419,1
BWA,Botswana,2024,0,1.19,1.226657669619191,0.03665766961919115,3.080476438328628,1
CAF,Central African Republic,2024,0,22.14,13.781252155457226,-8.358747844542775,-37.754055304900724,1
CAN,Canada,2024,1,3.7,3.584414218057621,-0.11558578194237912,-3.1239400524123018,0
CHE,Switzerland,2024,1,11.21,11.311765444018464,0.10176544401846321,0.9078094916820285,0
CHL,Chile,2024,1,0.0,0.0,0.0,0.0,0
CHN,China,2024,0,0.9,0.9,0.0,0.0,1
CIV,Côte d'Ivoire,2024,0,207.58,175.67670131410787,-31.90329868589214,-15.36915824543635,1
CMR,Cameroon,2024,0,29.84,24.26982952538382,-5.57017047461618,-18.666791134710166,1
COD,Democratic Republic of the Congo,2024,0,46.54,33.1092692497773,-13.4307307502227,-28.85846744777362,1
COG,Congo,2024,0,28.74,23.57160787118413,-5.168392128815867,-17.983271151001684,1
COK,Cook Islands,2024,0,0.0,0.03375750665623489,0.03375750665623489,33757506656.23489,1
COL,Colombia,2024,0,0.0,0.0,0.0,0.0,1
COM,Comoros,2024,0,18.46,14.813431061069384,-3.646568938930617,-19.753894576981924,1
CRI,Costa Rica,2024,1,0.0,0.0,0.0,0.0,0
CUB,Cuba,2024,0,0.0,0.03375750665623489,0.03375750665623489,33757506656.23489,1
CYP,Cyprus,2024,1,19.88,20.584856738982186,0.7048567389821869,3.545557037115903,0
CZE,Czechia,2024,1,3.45,3.233816164153167,-0.2161838358468331,-6.266198140306286,0
DEU,Germany,2024,1,7.72,7.792677696301475,0.07267769630147569,0.941420936535418,0
DJI,Djibouti,2024,0,51.34,43.33434915514625,-8.005650844853754,-15.593398607008494,1
DMA,Dominica,2024,0,0.0,0.0,0.0,0.0,1
DNK,Denmark,2024,1,4.18,4.137183638495017,-0.04281636150498258,-1.0243148685157482,0
DOM,Dominican Republic,2024,0,0.0,0.0,0.0,0.0,1
DZA,Algeria,2024,0,1.62,1.5983438480418817,-0.02165615195811843,-1.3367995035050388,1
ECU,Ecuador,2024,0,0.0,0.0,0.0,0.0,1
EGY,Egypt,2024,0,0.78,0.8097948182292971,0.029794818229297082,3.819848490445799,1
ERI,Eritrea,2024,0,2.83,2.766946358411029,-0.06305364158897087,-2.228043872323068,1
ESP,Spain,2024,1,5.03,5.130934131417226,0.10093413141722607,2.0066427716743425,0
EST,Estonia,2024,1,2.94,2.566483286891447,-0.37351671310855306,-12.704650105300967,0
ETH,Ethiopia,2024,0,228.69,188.77312077781713,-39.91687922218287,-17.45458009627243,1
FIN,Finland,2024,1,0.36,0.34875863867822854,-0.011241361321771448,-3.122600366291347,0
FJI,Fiji,2024,0,0.0,0.0,0.0,0.0,1
FRA,France,2024,1,7.27,7.269999999999999,-8.881784197001252e-16,-1.2217034658705753e-14,0
FSM,Micronesia (Federated States of),2024,0,0.0,0.0,0.0,0.0,1
GAB,Gabon,2024,0,11.82,8.35213142179883,-3.46786857820117,-29.338989663044256,1
GBR,United Kingdom of Great Britain and Northern Ireland,2024,1,42.29,40.186944212627104,-2.1030557873728952,-4.972938726337012,0
GEO,Georgia,2024,0,91.92,88.14271473314469,-3.7772852668553156,-4.109318175425594,1
GHA,Ghana,2024,0,121.68,116.6929427837085,-4.987057216291504,-4.098501985772029,1
GIN,Guinea,2024,0,43.04,31.93698890004266,-11.103011099957339,-25.796958875305627,1
GMB,Gambia,2024,0,6.88,6.132966573782894,-0.7470334262171061,-10.858043985555932,1
GNB,Guinea-Bissau,2024,0,25.44,19.61205910936821,-5.82794089063179,-22.908572683211016,1
GNQ,Equatorial Guinea,2024,0,272.65,192.10759373497606,-80.54240626502391,-29.5405854630458,1
GRC,Greece,2024,1,3.78,3.623908382016266,-0.15609161798373394,-4.129407883058321,0
GRD,Grenada,2024,0,0.0,0.0,0.0,0.0,1
GTM,Guatemala,2024,0,0.0,0.0,0.0,0.0,1
GUY,Guyana,2024,1,0.0,0.03375750665623489,0.03375750665623489,33757506656.23489,0
HND,Honduras,2024,0,0.0,0.0,0.0,0.0,1
HRV,Croatia,2024,1,8.52,8.133003059185725,-0.3869969408142744,-4.542217615137702,0
HTI,Haiti,2024,0,0.0,0.0,0.0,0.0,1
HUN,Hungary,2024,1,1.86,1.9565464690368315,0.0965464690368314,5.1906703780452,0
IDN,Indonesia,2024,0,25.37,23.269645863438278,-2.100354136561723,-8.278888989174002,1
IND,India,2024,0,14.31,14.56626891409581,0.2562689140958092,1.790837974102155,1
IRL,Ireland,2024,1,40.34,38.65949017507751,-1.6805098249224955,-4.165864712241769,0
IRN,Iran (Islamic Republic of),2024,0,4.77,4.964780813406475,0.19478081340647524,4.0834552075973125,1
IRQ,Iraq,2024,0,703.71,680.6975890984689,-23.012410901531098,-3.270155447773632,1
ISL,Iceland,2024,1,5.08,5.181771064513554,0.10177106451355389,2.003367411644695,0
ISR,Israel,2024,1,3.3,3.4084149116357145,0.1084149116357147,3.285300352497861,0
ITA,Italy,2024,1,17.78,17.78,0.0,0.0,0
JAM,Jamaica,2024,0,0.0,0.0,0.0,0.0,1
JOR,Jordan,2024,0,1.38,1.4603428658418391,0.08034286584183925,5.821946799711399,1
JPN,Japan,2024,1,0.34,0.3400000000000001,5.551115123125783e-17,1.6326809180862063e-14,0
KAZ,Kazakhstan,2024,0,1366.85,1344.330959883166,-22.51904011683382,-1.6475136347684218,1
KEN,Kenya,2024,0,24.47,23.032351177897688,-1.437648822102311,-5.875148435212243,1
KGZ,Kyrgyzstan,2024,0,2005.01,2021.7292873345996,16.719287334599585,0.8338755085809423,1
KHM,Cambodia,2024,0,37.76,34.085505634495554,-3.6744943655044437,-9.731182112009302,1
KIR,Kiribati,2024,0,0.0,0.0,0.0,0.0,1
KNA,Saint Kitts and Nevis,2024,1,0.0,0.0,0.0,0.0,0
KOR,Republic of Korea,2024,1,0.95,0.9826403907568142,0.03264039075681424,3.43583060561878,0
KWT,Kuwait,2024,1,1.42,1.4810149037577742,0.0610149037577743,4.296824207991372,0
LAO,Lao People's Democratic Republic,2024,0,0.13,0.0,-0.13,-99.99999992307691,1
LBN,Lebanon,2024,0,12.75,9.898631400459283,-2.8513685995407165,-22.363675290340023,1
LBR,Liberia,2024,0,399.98,358.96644069098676,-41.01355930901326,-10.25390252237687,1
LBY,Libya,2024,0,25.06,23.793988592771132,-1.2660114072288664,-5.051921018450976,1
LCA,Saint Lucia,2024,0,0.0,0.0,0.0,0.0,1
LKA,Sri Lanka,2024,0,13.33,13.813745070383847,0.48374507038384706,3.6289952766708033,1
LSO,Lesotho,2024,0,0.43,0.3718691569995363,-0.05813084300046367,-13.518800694638342,1
LTU,Lithuania,2024,1,9.44,8.688543135762727,-0.751456864237273,-7.96034813802238,0
LUX,Luxembourg,2024,1,4.46,4.644315986343042,0.1843159863430417,4.132645433607826,0
LVA,Latvia,2024,1,0.0,0.025212770147840586,0.025212770147840586,25212770147.840584,0
MAR,Morocco,2024,0,10.74,11.035997921535646,0.29599792153564586,2.7560327889468326,1
MCO,Monaco,2024,1,51.77,48.791408388600765,-2.9785916113992386,-5.753509004043818,0
MDA,Republic of Moldova,2024,0,72.82,66.37870834641579,-6.4412916535842015,-8.845498013698649,1
MDG,Madagascar,2024,0,3.38,1.9163881632979751,-1.4636118367020248,-43.30212534493263,1
MDV,Maldives,2024,0,5.68,5.905500144463647,0.22550014446364752,3.970072965839392,1
MEX,Mexico,2024,0,0.05,0.0,-0.05,-99.9999998,1
MHL,Marshall Islands,2024,0,0.0,0.0,0.0,0.0,1
MKD,North Macedonia,2024,0,1.1,0.7495105896036889,-0.3504894103963112,-31.862673669495315,1
MLI,Mali,2024,0,15.12,12.318571583170414,-2.8014284168295855,-18.527965719649853,1
MLT,Malta,2024,1,16.68,15.682056098360077,-0.997943901639923,-5.9828771081171475,0
MMR,Myanmar,2024,0,0.55,0.2700465552641028,-0.27995344473589723,-50.90062630636301,1
MNE,Montenegro,2024,0,54.82,29.70815049443419,-25.11184950556581,-45.80782470908428,1
MNG,Mongolia,2024,0,3.45,3.4870889619887113,0.037088961988711144,1.0750423764532202,1
MOZ,Mozambique,2024,0,20.39,15.675187002624277,-4.714812997375724,-23.12316330236685,1
MRT,Mauritania,2024,0,69.64,68.47704719534076,-1.1629528046592412,-1.6699494610246572,1
MWI,Malawi,2024,0,8.31,7.857714267026064,-0.4522857329739365,-5.442668266768878,1
MYS,Malaysia,2024,0,106.62,107.51696945825283,0.8969694582528263,0.8412769257662586,1
NAM,Namibia,2024,0,24.42,21.25875357026846,-3.1612464297315412,-12.945317075014724,1
NER,Niger,2024,0,62.63,55.649562017592224,-6.9804379824077785,-11.145518094198678,1
NGA,Nigeria,2024,0,47.05,34.052255445977664,-12.997744554022333,-27.6253869372895,1
NIC,Nicaragua,2024,0,0.0,0.0,0.0,0.0,1
NIU,Niue,2024,0,0.0,0.03375750665623489,0.03375750665623489,33757506656.23489,1
NLD,Netherlands (Kingdom of the),2024,1,11.25,10.654887193455348,-0.5951128065446518,-5.289891613683217,0
NOR,Norway,2024,1,1.79,1.8132535289771923,0.02325352897719224,1.2990798310554836,0
NPL,Nepal,2024,0,3.91,3.9921868300594654,0.08218683005946525,2.1019649631039203,1
NRU,Nauru,2024,1,0.0,0.025212770147840586,0.025212770147840586,25212770147.840584,0
NZL,New Zealand,2024,1,0.19,0.13218904164994802,-0.05781095835005198,-30.426820168223767,0
OMN,Oman,2024,1,2.46,2.5768009730305725,0.11680097303057257,4.748007033570104,0
PAK,Pakistan,2024,0,96.56,89.53776516523091,-7.022234834769094,-7.272405586953005,1
PAN,Panama,2024,1,0.0,0.0,0.0,0.0,0
PER,Peru,2024,0,0.06,0.008504524494911701,-0.051495475505088296,-85.82579236543751,1
PHL,Philippines,2024,0,34.56,30.397257622687622,-4.16274237731238,-12.044972156540322,1
PLW,Palau,2024,1,0.0,0.008334598199710403,0.008334598199710403,8334598199.710403,0
PNG,Papua New Guinea,2024,0,0.0,0.0,0.0,0.0,1
POL,Poland,2024,1,7.37,7.164158937264318,-0.20584106273568192,-2.7929587887773266,0
PRK,Democratic People's Republic of Korea,2024,0,0.0,0.03375750665623489,0.03375750665623489,33757506656.23489,1
PRT,Portugal,2024,1,3.36,3.5071827290211837,0.1471827290211838,4.380438363595338,0
PRY,Paraguay,2024,0,0.0,0.0,0.0,0.0,1
QAT,Qatar,2024,1,16.4,16.987380615818484,0.5873806158184856,3.581589120822586,0
ROU,Romania,2024,1,1613.98,1401.4512519470968,-212.5287480529032,-13.167991428201715,0
RUS,Russian Federation,2024,1,152.44,155.0083802860132,2.568380286013195,1.6848466846047692,0
RWA,Rwanda,2024,0,2.88,2.944946008275097,0.064946008275097,2.2550697316959005,1
SAU,Saudi Arabia,2024,1,36.6,36.913380892309114,0.31338089230911237,0.856231946197421,0
SDN,Sudan,2024,0,28.78,18.828776142240564,-9.951223857759437,-34.57687233399882,1
SEN,Senegal,2024,0,28.65,26.745167132252604,-1.9048328677473947,-6.648631301014821,1
SGP,Singapore,2024,1,2.06,2.111220305495308,0.05122030549530798,2.4864225967389104,0
SLB,Solomon Islands,2024,0,0.0,0.0,0.0,0.0,1
SLE,Sierra Leone,2024,0,5.32,5.063086064501447,-0.25691393549855324,-4.829209313791805,1
SLV,El Salvador,2024,0,0.0,0.008334598199710403,0.008334598199710403,8334598199.710403,1
SMR,San Marino,2024,1,59.56,54.736433579439606,-4.823566420560397,-8.09866759662911,0
SOM,Somalia,2024,0,79.75,61.43064047246433,-18.319359527535667,-22.97098373355824,1
SRB,Serbia,2024,0,132.42,120.77820736357077,-11.641792636429216,-8.791566709273846,1
SSD,South Sudan,2024,0,257.55,212.61766022510608,-44.93233977489393,-17.446064754368663,1
SVK,Slovakia,2024,1,0.73,0.7157003271421585,-0.014299672857841506,-1.95885929532639,0
SVN,Slovenia,2024,1,8.02,8.02,0.0,0.0,0
SWE,Sweden,2024,1,3.49,3.4160807178238954,-0.07391928217610477,-2.118031007850623,0
SWZ,Eswatini,2024,0,0.0,0.0,0.0,0.0,1
SYR,Syrian Arab Republic,2024,0,5.43,4.724606062755276,-0.7053939372447235,-12.990680243678321,1
TCD,Chad,2024,0,57.05,44.63171816730663,-12.418281832693367,-21.767365175585628,1
TGO,Togo,2024,0,41.2,36.57050946318393,-4.629490536816071,-11.236627516516586,1
THA,Thailand,2024,0,114.32,112.4214762537754,-1.8985237462245976,-1.6607100649255921,1
TJK,Tajikistan,2024,0,0.0,0.025212770147840586,0.025212770147840586,25212770147.840584,1
TKM,Turkmenistan,2024,0,0.0,0.03375750665623489,0.03375750665623489,33757506656.23489,1
TLS,Timor-Leste,2024,0,1.43,1.0077003068923147,-0.4222996931076852,-29.531447068402365,1
TTO,Trinidad and Tobago,2024,1,0.0,0.008334598199710403,0.008334598199710403,8334598199.710403,0
TUN,Tunisia,2024,0,1.3,1.3191695758593338,0.019169575859333765,1.47458275829686,1
TUR,Türkiye,2024,0,17.41,17.409999999999997,-3.552713678800501e-15,-2.0406167023435354e-14,1
TUV,Tuvalu,2024,0,0.0,0.01673866192657142,0.01673866192657142,16738661926.571419,1
TZA,United Republic of Tanzania,2024,0,5.75,5.161017086674434,-0.588982913325566,-10.243181101136049,1
UGA,Uganda,2024,0,21.41,20.499012453398326,-0.9109875466016746,-4.254962851926295,1
UKR,Ukraine,2024,0,12.49,12.049482023723728,-0.4405179762762721,-3.526965382487951,1
URY,Uruguay,2024,1,0.0,0.01673866192657142,0.01673866192657142,16738661926.571419,0
USA,United States of America,2024,1,0.83,0.7849953232011588,-0.045004676798841126,-5.422250216074563,0
UZB,Uzbekistan,2024,0,40.12,41.50810867370436,1.388108673704366,3.4598920082275826,1
VCT,Saint Vincent and the Grenadines,2024,0,0.0,0.03375750665623489,0.03375750665623489,33757506656.23489,1
VEN,Venezuela (Bolivarian Republic of),2024,0,0.0,0.0,0.0,0.0,1
VNM,Viet Nam,2024,0,20.84,21.39064690002883,0.5506469000288305,2.6422595970546463,1
WSM,Samoa,2024,0,0.0,0.0,0.0,0.0,1
YEM,Yemen,2024,0,591.13,377.2378063444639,-213.89219365553612,-36.18361336008998,1
ZAF,South Africa,2024,0,17.33,14.6557455051432,-2.6742544948567986,-15.431358885408931,1
ZMB,Zambia,2024,0,15.01,14.106318899024028,-0.9036811009759713,-6.020526988474023,1
ZWE,Zimbabwe,2024,0,2.16,2.0315430322507235,-0.12845696774927662,-5.94708183996896,1
